0.01	628.3185307	0	1.700813457	62440.50592
0.036349938	172.8527092	0	4.886371231	7423.043224
0.062699877	100.2104893	0	4.917665788	2495.371967
0.089049815	70.55809517	0	4.821565533	1237.094728
0.115399753	54.44712957	0	0.118078617	736.6466999
0.141749691	44.3259188	0	5.035783771	488.2303393
0.16809963	37.37774629	0	0.571436351	347.1646481
0.194449568	32.31267303	0	0.990236051	259.4508171
0.220799506	28.45651885	4.0475E-142	5.263899102	201.2207726
0.247149444	25.42261555	1.07636E-90	2.230499199	160.6015493
0.273499383	22.97330709	1.1541E-60	0.171159824	131.1463798
0.299849321	20.95447569	3.40327E-42	5.466275796	109.109576
0.326199259	19.26180128	2.41806E-30	4.457506686	92.19408673
0.352549197	17.82215178	1.82543E-22	4.726152938	78.92771803
0.378899136	16.58273856	4.52758E-17	0.944900535	68.33162961
0.405249074	15.50450257	2.78274E-13	5.214454794	59.73446043
0.431599012	14.55792328	1.45763E-10	6.072256427	52.66330651
0.457948951	13.7202745	1.41968E-08	3.77406733	46.77726991
0.484298889	12.97377601	4.26811E-07	1.514774876	41.82558868
0.510648827	12.30431752	5.55192E-06	2.962150851	37.62047979
0.536998765	11.7005582	3.93298E-05	4.999792706	34.0190697
0.563348704	11.15327907	0.000178032	3.33403355	30.91109636
0.589698642	10.6549089	0.000576614	5.191488248	28.21036805
0.61604858	10.1991718	0.001449439	2.480560419	25.84872258
0.642398518	9.780821604	0.003000578	5.644553059	23.77168387
0.668748457	9.395438965	0.005345041	3.956781654	21.93529209
0.695098395	9.03927466	0.008466398	3.139343544	20.30375836
0.721448333	8.709127207	0.012224823	2.053869919	18.84770773
0.747798271	8.402246364	0.016399821	3.391304641	17.54284772
0.77414821	8.11625633	0.02074263	0.154542595	16.36894841
0.800498148	7.849094121	0.025019778	3.768072624	15.30905363
0.826848086	7.598959726	0.029040171	4.341579106	14.34886522
0.853198024	7.364275499	0.032666191	0.898461897	13.47625825
0.879547963	7.143652846	0.03581314	3.870035804	12.68089637
0.905897901	6.935864737	0.038441953	2.612367292	11.95392428
0.932247839	6.739822869	0.040549139	1.421699252	11.28772022
0.958597778	6.5545586	0.042156571	2.00965855	10.67569535
0.984947716	6.379206943	0.043302494	3.855465724	10.1121302
1.011297654	6.212993061	0.044034325	1.984404773	9.592040588
1.037647592	6.055220822	0.044403287	4.671388595	9.111067034
1.063997531	5.905263054	0.04446065	0.88619185	8.66538309
1.090347469	5.76255321	0.044255292	2.357727878	8.251619013
1.116697407	5.626578218	0.043832248	4.438583563	7.866797876
1.143047345	5.496872315	0.043231984	4.244999931	7.508281877
1.169397284	5.373011717	0.042490159	5.0142353	7.17372701
1.195747222	5.254609998	0.041637707	3.167561214	6.86104466
1.22209716	5.141314056	0.040701123	5.139704002	6.568368921
1.248447098	5.032800601	0.039702845	5.163632256	6.294028697
1.274797037	4.928773072	0.038661687	5.009530305	6.036523794
1.301146975	4.828958932	0.037593281	0.880480285	5.794504368
1.327496913	4.733107282	0.036510494	4.573721403	5.566753201
1.353846852	4.640986756	0.035423821	5.720141859	5.352170362
1.38019679	4.552383655	0.034341738	0.589925259	5.149759904
1.406546728	4.467100297	0.033271014	4.326386686	4.958618288
1.432896666	4.384953538	0.032216982	2.526421067	4.77792428
1.459246605	4.305773464	0.031183778	1.457655692	4.606930117
1.485596543	4.229402214	0.030174542	3.855426202	4.444953758
1.511946481	4.155692933	0.029191592	2.254224743	4.291372069
1.538296419	4.084508829	0.028236568	1.909571263	4.145614828
1.564646358	4.015722324	0.027310558	2.321202672	4.007159418
1.590996296	3.94921429	0.026414198	2.326455933	3.875526138
1.617346234	3.884873365	0.025547763	1.17784607	3.750274043
1.643696172	3.822595327	0.024711234	3.991630756	3.630997247
1.670046111	3.76228253	0.023904363	1.040060632	3.517321629
1.696396049	3.703843398	0.023126718	3.686515354	3.408901895
1.722745987	3.647191956	0.022377727	2.276091236	3.305418956
1.749095926	3.592247409	0.021656713	6.054782154	3.206577576
1.775445864	3.53893376	0.020962917	0.172403921	3.112104262
1.801795802	3.487179457	0.020295526	4.331694827	3.021745374
1.82814574	3.436917073	0.019653688	4.980159068	2.935265416
1.854495679	3.388083013	0.019036527	3.875896698	2.852445505
